Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay 
MAZDA MX-5	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	9TKXV02.05BA	small car	6	21	28	23	6	no
MAZDA MX-5	2	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	9TKXV02.05BA	small car	6	21	28	24	7	yes
MAZDA MX-5	2	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	9TKXV02.05BA	small car	6	22	28	24	7	yes
MAZDA RX-8	1.3	2	Man-6	2WD	Gasoline	FA	B5	Bin 5	9TKXV01.35AA	small car	6	16	22	18	4	no
MAZDA RX-8	1.3	2	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9TKXV01.35AA	small car	6	16	23	19	4	no
MAZDA RX-8	1.3	2	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9TKXV01.35AA	small car	6	16	22	18	4	no
MAZDA RX-8	1.3	2	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9TKXV01.35AA	small car	6	16	23	19	4	no
MAZDA Tribute	2.5	4	Auto-L6	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXT02.51EK	SUV	7	20	28	23	6	yes
MAZDA Tribute	2.5	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXT02.51EK	SUV	7	22	28	24	7	yes
MAZDA Tribute	2.5	4	Auto-L6	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXT02.51EK	SUV	7	19	25	21	5	no
MAZDA Tribute	3	6	Auto-L6	2WD	Gasoline	FC	B4	Bin 4	9FMXT03.01EN	SUV	7	18	26	21	5	no
MAZDA Tribute	3	6	Auto-L6	4WD	Gasoline	FC	B4	Bin 4	9FMXT03.01EN	SUV	7	17	24	20	5	no
MAZDA Tribute	2.5	4	Auto-L6	2WD	Gasoline	FA	B5	Bin 5	9FMXT02.51EK	SUV	6	20	28	23	6	no
MAZDA Tribute	2.5	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9FMXT02.51EK	SUV	6	22	28	24	7	yes
MAZDA Tribute	2.5	4	Auto-L6	4WD	Gasoline	FA	B5	Bin 5	9FMXT02.51EK	SUV	6	19	25	21	5	no
MAZDA Tribute Hybrid	2.5	4	Auto-AV	2WD	Gasoline	CA	S2	LEV-II SULEV	9FMXT02.52ZF	SUV	9.5	34	31	32	9	yes
MAZDA Tribute Hybrid	2.5	4	Auto-AV	4WD	Gasoline	CA	S2	LEV-II SULEV	9FMXT02.52ZF	SUV	9.5	29	27	28	8	yes
MAZDA Tribute Hybrid	2.5	4	Auto-AV	2WD	Gasoline	FA	B3	Bin 3	9FMXT02.52ZF	SUV	8	34	31	32	9	yes
MAZDA Tribute Hybrid	2.5	4	Auto-AV	4WD	Gasoline	FA	B3	Bin 3	9FMXT02.52ZF	SUV	8	29	27	28	8	yes
MERCEDES-BENZ C300	3	6	Auto-L7	2WD	ethanol/gas	FA	B5	Bin 5	9MBXV03.0BN5	small car	6/6	13/18	19/25	15/21	5/5	yes
MERCEDES-BENZ C300	3	6	Auto-L7	2WD	ethanol/gas	CA	L2	LEV-II LEV	9MBXV03.0BN5	small car	6/4	13/18	19/25	15/21	5/5	yes
MERCEDES-BENZ C300 4Matic	3	6	Auto-L7	4WD	ethanol/gas	FA	B5	Bin 5	9MBXV03.0BN5	small car	6/6	13/17	19/25	15/20	5/5	yes
MERCEDES-BENZ C300 4Matic	3	6	Auto-L7	4WD	ethanol/gas	CA	L2	LEV-II LEV	9MBXV03.0BN5	small car	6/4	13/17	19/25	15/20	5/5	yes
MERCEDES-BENZ C350	3.5	6	Auto-L7	2WD	Gasoline	CA	S2	LEV-II SULEV	9MBXJ03.5S2A	small car	9.5	17	25	20	5	no
MERCEDES-BENZ C350	3.5	6	Auto-L7	2WD	Gasoline	FA	B4	Bin 4	9MBXJ03.5S2A	small car	7	17	25	20	5	no
MERCEDES-BENZ C350	3.5	6	Auto-L7	2WD	Gasoline	FC	B4	Bin 4	9MBXV03.5BN4	small car	7	17	25	20	5	no
MERCEDES-BENZ C63 AMG	6.2	8	Auto-S7	2WD	Gasoline	FA	B5	Bin 5	9MBXJ06.3L2A	small car	6	12	19	15	2	no
MERCEDES-BENZ C63 AMG	6.2	8	Auto-S7	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXJ06.3L2A	small car	6	12	19	15	2	no
MERCEDES-BENZ CL550 4Matic	5.5	8	Auto-L7	4WD	Gasoline	CA	U2	LEV-II ULEV	9MBXJ05.5U2A	small car	7	14	21	17	3	no
MERCEDES-BENZ CL550 4Matic	5.5	8	Auto-L7	4WD	Gasoline	FA	B5	Bin 5	9MBXJ05.5U2A	small car	6	14	21	17	3	no
MERCEDES-BENZ CL600	5.5	12	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9MBXV06.0L2A	small car	6	11	17	13	0	no
MERCEDES-BENZ CL600	5.5	12	Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXV06.0L2A	small car	6	11	17	13	0	no
MERCEDES-BENZ CL63 AMG	6.2	8	Auto-S7	2WD	Gasoline	FA	B5	Bin 5	9MBXJ06.3L2A	small car	6	11	18	14	1	no
MERCEDES-BENZ CL63 AMG	6.2	8	Auto-S7	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXJ06.3L2A	small car	6	11	18	14	1	no
MERCEDES-BENZ CL65 AMG	5.5	12	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9MBXV06.0L2A	small car	6	11	17	13	0	no
MERCEDES-BENZ CL65 AMG	5.5	12	Auto-S5	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXV06.0L2A	small car	6	11	17	13	0	no
MERCEDES-BENZ CLK350	3.5	6	Auto-L7	2WD	Gasoline	FC	B4	Bin 4	9MBXV03.5BN4	small car	7	17	25	20	5	no
MERCEDES-BENZ CLK350 Cabriolet	3.5	6	Auto-L7	2WD	Gasoline	FC	B4	Bin 4	9MBXV03.5BN4	small car	7	17	25	20	5	no
MERCEDES-BENZ CLK550	5.5	8	Auto-L7	2WD	Gasoline	FC	B4	Bin 4	9MBXV05.5BN4	small car	7	15	22	17	3	no
MERCEDES-BENZ CLK550 Cabriolet	5.5	8	Auto-L7	2WD	Gasoline	FC	B4	Bin 4	9MBXV05.5BN4	small car	7	15	21	17	3	no
MERCEDES-BENZ CLS550	5.5	8	Auto-L7	2WD	Gasoline	FC	B4	Bin 4	9MBXV05.5BN4	small car	7	14	21	16	3	no
MERCEDES-BENZ CLS63 AMG	6.2	8	Auto-S7	2WD	Gasoline	FA	B5	Bin 5	9MBXJ06.3L2A	small car	6	12	18	14	1	no
MERCEDES-BENZ CLS63 AMG	6.2	8	Auto-S7	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXJ06.3L2A	small car	6	12	18	14	1	no
MERCEDES-BENZ E350	3.5	6	Auto-L7	2WD	Gasoline	CA	S2	LEV-II SULEV	9MBXJ03.5S2A	midsize car	9.5	17	24	19	4	no
MERCEDES-BENZ E350	3.5	6	Auto-L7	2WD	Gasoline	FA	B4	Bin 4	9MBXJ03.5S2A	midsize car	7	17	24	19	4	no
MERCEDES-BENZ E350	3.5	6	Auto-L7	2WD	Gasoline	FC	B4	Bin 4	9MBXV03.5BN4	midsize car	7	17	24	19	4	no
MERCEDES-BENZ E350 4Matic	3.5	6	Auto-L5	4WD	Gasoline	CA	U2	LEV-II ULEV	9MBXV03.5U2A	midsize car	7	16	22	18	4	no
MERCEDES-BENZ E350 4Matic	3.5	6	Auto-L5	4WD	Gasoline	FA	B5	Bin 5	9MBXV03.5U2A	midsize car	6	16	22	18	4	no
MERCEDES-BENZ E350 4Matic Wagon	3.5	6	Auto-L5	4WD	Gasoline	CA	U2	LEV-II ULEV	9MBXV03.5U2A	station wagon	7	16	21	18	4	no
MERCEDES-BENZ E350 4Matic Wagon	3.5	6	Auto-L5	4WD	Gasoline	FA	B5	Bin 5	9MBXV03.5U2A	station wagon	6	16	21	18	4	no
MERCEDES-BENZ E550	5.5	8	Auto-L7	2WD	Gasoline	FC	B4	Bin 4	9MBXV05.5BN4	midsize car	7	15	22	17	3	no
MERCEDES-BENZ E550 4Matic	5.5	8	Auto-L5	4WD	Gasoline	CA	U2	LEV-II ULEV	9MBXJ05.5U2A	midsize car	7	13	19	16	3	no
MERCEDES-BENZ E550 4Matic	5.5	8	Auto-L5	4WD	Gasoline	FA	B5	Bin 5	9MBXJ05.5U2A	midsize car	6	13	19	16	3	no
MERCEDES-BENZ E63 AMG	6.2	8	Auto-S7	2WD	Gasoline	FA	B5	Bin 5	9MBXJ06.3L2A	midsize car	6	13	20	15	2	no
MERCEDES-BENZ E63 AMG	6.2	8	Auto-S7	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXJ06.3L2A	midsize car	6	13	20	15	2	no
MERCEDES-BENZ E63 AMG Wagon	6.2	8	Auto-S7	2WD	Gasoline	FA	B5	Bin 5	9MBXJ06.3L2A	station wagon	6	13	18	15	2	no
MERCEDES-BENZ E63 AMG Wagon	6.2	8	Auto-S7	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXJ06.3L2A	station wagon	6	13	18	15	2	no
MERCEDES-BENZ G55 AMG	5.4	8	Auto-L5	4WD	Gasoline	FA	B5	Bin 5	9MBXT05.5L2A	SUV	6	11	15	12	0	no
MERCEDES-BENZ G55 AMG	5.4	8	Auto-L5	4WD	Gasoline	CA	L2	LEV-II LEV	9MBXT05.5L2A	SUV	6	11	15	12	0	no
MERCEDES-BENZ GL320 Bluetec	3	6	Auto-L7	4WD	diesel	CA	U2	LEV-II ULEV	9MBXT03.0U2B	SUV	7	17	23	19	3	no
MERCEDES-BENZ GL320 Bluetec	3	6	Auto-L7	4WD	diesel	FA	B5	Bin 5	9MBXT03.0U2B	SUV	6	17	23	19	3	no
MERCEDES-BENZ GL450 4Matic	4.6	8	Auto-L7	4WD	Gasoline	CA	U2	LEV-II ULEV	9MBXJ05.5U2A	SUV	7	13	18	15	2	no
MERCEDES-BENZ GL450 4Matic	4.6	8	Auto-L7	4WD	Gasoline	FA	B5	Bin 5	9MBXJ05.5U2A	SUV	6	13	18	15	2	no
MERCEDES-BENZ GL550 4Matic	5.5	8	Auto-L7	4WD	Gasoline	CA	U2	LEV-II ULEV	9MBXJ05.5U2A	SUV	7	13	17	14	1	no
MERCEDES-BENZ GL550 4Matic	5.5	8	Auto-L7	4WD	Gasoline	FA	B5	Bin 5	9MBXJ05.5U2A	SUV	6	13	17	14	1	no
MERCEDES-BENZ ML320 Bluetec	3	6	Auto-L7	4WD	diesel	CA	U2	LEV-II ULEV	9MBXT03.0U2A	SUV	7	18	24	20	4	no
MERCEDES-BENZ ML320 Bluetec	3	6	Auto-L7	4WD	diesel	FA	B5	Bin 5	9MBXT03.0U2A	SUV	6	18	24	20	4	no
MERCEDES-BENZ ML350 4Matic	3.5	6	Auto-L7	4WD	Gasoline	CA	U2	LEV-II ULEV	9MBXJ03.5U2A	SUV	7	15	20	17	3	no
MERCEDES-BENZ ML350 4Matic	3.5	6	Auto-L7	4WD	Gasoline	FA	B5	Bin 5	9MBXJ03.5U2A	SUV	6	15	20	17	3	no
MERCEDES-BENZ ML550 4Matic	5.5	8	Auto-L7	4WD	Gasoline	CA	U2	LEV-II ULEV	9MBXJ05.5U2A	SUV	7	13	18	15	2	no
MERCEDES-BENZ ML550 4Matic	5.5	8	Auto-L7	4WD	Gasoline	FA	B5	Bin 5	9MBXJ05.5U2A	SUV	6	13	18	15	2	no
MERCEDES-BENZ ML63 AMG	6.2	8	Auto-S7	4WD	Gasoline	FA	B5	Bin 5	9MBXJ06.3L2A	SUV	6	11	15	12	0	no
MERCEDES-BENZ ML63 AMG	6.2	8	Auto-S7	4WD	Gasoline	CA	L2	LEV-II LEV	9MBXJ06.3L2A	SUV	6	11	15	12	0	no
MERCEDES-BENZ Maybach 57	5.5	12	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9MBXV06.0L2A	large car	6	10	16	12	0	no
MERCEDES-BENZ Maybach 57	5.5	12	Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXV06.0L2A	large car	6	10	16	12	0	no
MERCEDES-BENZ Maybach 57S	6	12	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9MBXV06.0L2A	large car	6	10	16	12	0	no
MERCEDES-BENZ Maybach 57S	6	12	Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXV06.0L2A	large car	6	10	16	12	0	no
MERCEDES-BENZ Maybach 62	5.5	12	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9MBXV06.0L2A	large car	6	10	16	12	0	no
MERCEDES-BENZ Maybach 62	5.5	12	Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXV06.0L2A	large car	6	10	16	12	0	no
MERCEDES-BENZ Maybach 62S	6	12	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9MBXV06.0L2A	large car	6	10	16	12	0	no
MERCEDES-BENZ Maybach 62S	6	12	Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXV06.0L2A	large car	6	10	16	12	0	no
MERCEDES-BENZ R320 Bluetec	3	6	Auto-L7	4WD	diesel	CA	U2	LEV-II ULEV	9MBXT03.0U2A	SUV	7	18	24	20	4	no
MERCEDES-BENZ R320 Bluetec	3	6	Auto-L7	4WD	diesel	FA	B5	Bin 5	9MBXT03.0U2A	SUV	6	18	24	20	4	no
MERCEDES-BENZ R350 4Matic	3.5	6	Auto-L7	4WD	Gasoline	CA	U2	LEV-II ULEV	9MBXJ03.5U2A	SUV	7	15	19	16	3	no
MERCEDES-BENZ R350 4Matic	3.5	6	Auto-L7	4WD	Gasoline	FA	B5	Bin 5	9MBXJ03.5U2A	SUV	6	15	19	16	3	no
MERCEDES-BENZ S550	5.5	8	Auto-L7	2WD	Gasoline	CA	U2	LEV-II ULEV	9MBXJ05.5U2A	large car	7	14	22	17	3	no
MERCEDES-BENZ S550	5.5	8	Auto-L7	2WD	Gasoline	FA	B5	Bin 5	9MBXJ05.5U2A	large car	6	14	22	17	3	no
MERCEDES-BENZ S550 4Matic	5.5	8	Auto-L7	4WD	Gasoline	CA	U2	LEV-II ULEV	9MBXJ05.5U2A	large car	7	14	21	17	3	no
MERCEDES-BENZ S550 4Matic	5.5	8	Auto-L7	4WD	Gasoline	FA	B5	Bin 5	9MBXJ05.5U2A	large car	6	14	21	17	3	no
MERCEDES-BENZ S600	5.5	12	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9MBXV06.0L2A	large car	6	11	17	13	0	no
MERCEDES-BENZ S600	5.5	12	Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXV06.0L2A	large car	6	11	17	13	0	no
MERCEDES-BENZ S63 AMG	6.2	8	Auto-S7	2WD	Gasoline	FA	B5	Bin 5	9MBXJ06.3L2A	large car	6	11	17	13	0	no
MERCEDES-BENZ S63 AMG	6.2	8	Auto-S7	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXJ06.3L2A	large car	6	11	17	13	0	no
MERCEDES-BENZ S65 AMG	6	12	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9MBXV06.0L2A	large car	6	11	17	13	0	no
MERCEDES-BENZ S65 AMG	6	12	Auto-S5	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXV06.0L2A	large car	6	11	17	13	0	no
MERCEDES-BENZ SL550	5.5	8	Auto-L7	2WD	Gasoline	CA	U2	LEV-II ULEV	9MBXJ05.5U2A	small car	7	13	21	16	3	no
MERCEDES-BENZ SL550	5.5	8	Auto-L7	2WD	Gasoline	FA	B5	Bin 5	9MBXJ05.5U2A	small car	6	13	21	16	3	no
MERCEDES-BENZ SL600	5.5	12	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9MBXV06.0L2A	small car	6	11	18	14	1	no
MERCEDES-BENZ SL600	5.5	12	Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXV06.0L2A	small car	6	11	18	14	1	no
MERCEDES-BENZ SL63 AMG	6.2	8	Auto-S7	2WD	Gasoline	FA	B5	Bin 5	9MBXJ06.3L2A	small car	6	12	19	14	1	no
MERCEDES-BENZ SL63 AMG	6.2	8	Auto-S7	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXJ06.3L2A	small car	6	12	19	14	1	no
MERCEDES-BENZ SL65 AMG	6	12	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9MBXV06.0L2A	small car	6	11	18	14	1	no
MERCEDES-BENZ SL65 AMG	6	12	Auto-S5	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXV06.0L2A	small car	6	11	18	14	1	no
MERCEDES-BENZ SLK300	3	6	Auto-L7	2WD	Gasoline	FC	B4	Bin 4	9MBXV03.5BN4	small car	7	19	26	21	5	no
MERCEDES-BENZ SLK300	3	6	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9MBXJ03.5U2A	small car	7	17	26	20	5	no
MERCEDES-BENZ SLK300	3	6	Man-6	2WD	Gasoline	FA	B5	Bin 5	9MBXJ03.5U2A	small car	6	17	26	20	5	no
MERCEDES-BENZ SLK350	3.5	6	Auto-L7	2WD	Gasoline	FC	B4	Bin 4	9MBXV03.5BN4	small car	7	18	26	21	5	no
MERCEDES-BENZ SLK350	3.5	6	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9MBXJ03.5U2A	small car	7	18	26	21	5	no
MERCEDES-BENZ SLK350	3.5	6	Man-6	2WD	Gasoline	FA	B5	Bin 5	9MBXJ03.5U2A	small car	6	18	26	21	5	no
MERCEDES-BENZ SLK55 AMG	5.4	8	Auto-S7	2WD	Gasoline	FA	B5	Bin 5	9MBXV05.5L2A	small car	6	14	22	17	3	no
MERCEDES-BENZ SLK55 AMG	5.4	8	Auto-S7	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXV05.5L2A	small car	6	14	22	17	3	no
MERCEDES-BENZ SLR	5.4	8	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9MBXV05.5L2A	small car	6	12	16	13	0	no
MERCEDES-BENZ SLR	5.4	8	Auto-S5	2WD	Gasoline	CA	L2	LEV-II LEV	9MBXV05.5L2A	small car	6	12	16	13	0	no
MERCURY Grand Marquis FFV	4.6	8	Auto-L4	2WD	ethanol/gas	FC	B4	Bin 4	9FMXV04.6VDF	large car	7/7	12/16	17/24	14/19	5/4	yes
MERCURY Mariner	2.5	4	Auto-L6	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXT02.51EK	SUV	7	20	28	23	6	yes
MERCURY Mariner	2.5	4	Auto-L6	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXT02.51EK	SUV	7	19	25	21	5	no
MERCURY Mariner	3	6	Auto-L6	2WD	Gasoline	FC	B4	Bin 4	9FMXT03.01EN	SUV	7	18	26	21	5	no
MERCURY Mariner	3	6	Auto-L6	4WD	Gasoline	FC	B4	Bin 4	9FMXT03.01EN	SUV	7	17	24	20	5	no
MERCURY Mariner	2.5	4	Auto-L6	2WD	Gasoline	FA	B5	Bin 5	9FMXT02.51EK	SUV	6	20	28	23	6	no
MERCURY Mariner	2.5	4	Auto-L6	4WD	Gasoline	FA	B5	Bin 5	9FMXT02.51EK	SUV	6	19	25	21	5	no
MERCURY Mariner Hybrid	2.5	4	Auto-AV	2WD	Gasoline	CA	S2	LEV-II SULEV	9FMXT02.52ZF	SUV	9.5	34	31	32	9	yes
MERCURY Mariner Hybrid	2.5	4	Auto-AV	4WD	Gasoline	CA	S2	LEV-II SULEV	9FMXT02.52ZF	SUV	9.5	29	27	28	8	yes
MERCURY Mariner Hybrid	2.5	4	Auto-AV	2WD	Gasoline	FA	B3	Bin 3	9FMXT02.52ZF	SUV	8	34	31	32	9	yes
MERCURY Mariner Hybrid	2.5	4	Auto-AV	4WD	Gasoline	FA	B3	Bin 3	9FMXT02.52ZF	SUV	8	29	27	28	8	yes
MERCURY Milan	2.3	4	Auto-L5	2WD	Gasoline	CA	S2	LEV-II SULEV	9FMXV02.3VZT	midsize car	9.5	20	28	23	6	yes
MERCURY Milan	2.3	4	Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV02.3VEX	midsize car	7	20	28	23	6	yes
MERCURY Milan	2.3	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV02.3VEX	midsize car	7	20	29	23	6	yes
MERCURY Milan	3	6	Auto-L6	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV03.0VEK	midsize car	7	17	25	20	5	no
MERCURY Milan	3	6	Auto-L6	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV03.0VEK	midsize car	7	18	26	21	5	no
MERCURY Milan	2.3	4	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9FMXV02.3VEX	midsize car	6	20	28	23	6	no
MERCURY Milan	2.3	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9FMXV02.3VEX	midsize car	6	20	29	23	6	no
MERCURY Milan	3	6	Auto-L6	4WD	Gasoline	FA	B5	Bin 5	9FMXV03.0VEK	midsize car	6	17	25	20	5	no
MERCURY Milan	3	6	Auto-L6	2WD	Gasoline	FA	B5	Bin 5	9FMXV03.0VEK	midsize car	6	18	26	21	5	no
MERCURY Mountaineer	4	6	Auto-L5	2WD	Gasoline	FC	B4	Bin 4	9FMXT04.03DC	SUV	7	14	20	16	3	no
MERCURY Mountaineer	4	6	Auto-L5	4WD	Gasoline	FC	B4	Bin 4	9FMXT04.03DC	SUV	7	13	19	15	2	no
MERCURY Mountaineer	4.6	8	Auto-L6	2WD	Gasoline	FC	B4	Bin 4	9FMXT04.63EZ	SUV	7	15	21	17	3	no
MERCURY Mountaineer	4.6	8	Auto-L6	4WD	Gasoline	FC	B4	Bin 4	9FMXT04.63EZ	SUV	7	14	19	16	3	no
MERCURY Sable	3.5	6	Auto-L6	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV03.7VEL	large car	7	17	24	19	4	no
MERCURY Sable	3.5	6	Auto-L6	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV03.7VEL	large car	7	18	28	21	5	no
MERCURY Sable	3.5	6	Auto-L6	4WD	Gasoline	FA	B5	Bin 5	9FMXV03.7VEL	large car	6	17	24	19	4	no
MERCURY Sable	3.5	6	Auto-L6	2WD	Gasoline	FA	B5	Bin 5	9FMXV03.7VEL	large car	6	18	28	21	5	no
MINI Clubman	1.6	4	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV01.6UL2	small car	7	25	34	29	8	yes
MINI Clubman	1.6	4	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV01.6UL2	small car	7	28	37	32	9	yes
MINI Clubman	1.6	4	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9BMXV01.6UL2	small car	6	25	34	29	8	yes
MINI Clubman	1.6	4	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV01.6UL2	small car	6	28	37	32	9	yes
MINI Clubman S	1.6	4	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV01.6LE2	small car	7	23	32	26	7	yes
MINI Clubman S	1.6	4	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV01.6LE2	small car	7	26	34	29	8	yes
MINI Clubman S	1.6	4	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9BMXV01.6LE2	small car	6	23	32	26	7	yes
MINI Clubman S	1.6	4	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV01.6LE2	small car	6	26	34	29	8	yes
MINI Cooper	1.6	4	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV01.6UL2	small car	7	25	34	29	8	yes
MINI Cooper	1.6	4	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV01.6UL2	small car	7	28	37	32	9	yes
MINI Cooper	1.6	4	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9BMXV01.6UL2	small car	6	25	34	29	8	yes
MINI Cooper	1.6	4	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV01.6UL2	small car	6	28	37	32	9	yes
MINI Cooper Convertible	1.6	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	9BMXV01.6ULR	small car	7	25	34	28	8	yes
MINI Cooper Convertible	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	9BMXV01.6ULR	small car	7	28	36	32	9	yes
MINI Cooper Convertible	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	9BMXV01.6ULR	small car	6	25	34	28	8	yes
MINI Cooper Convertible	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	9BMXV01.6ULR	small car	6	28	36	32	9	yes
MINI Cooper S	1.6	4	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV01.6LE2	small car	7	23	32	26	7	yes
MINI Cooper S	1.6	4	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV01.6LE2	small car	7	26	34	29	8	yes
MINI Cooper S	1.6	4	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9BMXV01.6LE2	small car	6	23	32	26	7	yes
MINI Cooper S	1.6	4	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV01.6LE2	small car	6	26	34	29	8	yes
MINI Cooper S Convertible	1.6	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	9BMXV01.6LER	small car	7	23	32	27	7	yes
MINI Cooper S Convertible	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	9BMXV01.6LER	small car	7	26	34	29	8	yes
MINI Cooper S Convertible	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	9BMXV01.6LER	small car	6	23	32	27	7	yes
MINI Cooper S Convertible	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	9BMXV01.6LER	small car	6	26	34	29	8	yes
MINI Cooper Works	1.6	4	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV01.6SPD	small car	6	26	34	29	8	yes
MINI Cooper Works	1.6	4	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV01.6SPD	small car	6	26	34	29	8	yes
MINI Cooper Works Clubman	1.6	4	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV01.6SPD	small car	6	26	34	29	8	yes
MINI Cooper Works Clubman	1.6	4	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV01.6SPD	small car	6	26	34	29	8	yes
MINI Cooper Works Convertible	1.6	4	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV01.6SPD	small car	6	26	34	29	8	yes
MINI Cooper Works Convertible	1.6	4	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV01.6SPD	small car	6	26	34	29	8	yes
MITSUBISHI Eclipse	2.4	4	Auto-S4	2WD	Gasoline	CA	U2	LEV-II ULEV	9DSXV02.4G4H	small car	7	19	26	22	6	yes
MITSUBISHI Eclipse	2.4	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9DSXV02.4G4H	small car	7	20	28	23	6	yes
MITSUBISHI Eclipse	2.4	4	Auto-S4	2WD	Gasoline	FA	B5	Bin 5	9DSXV02.4GRH	small car	6	19	26	22	6	no
MITSUBISHI Eclipse	2.4	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9DSXV02.4GRH	small car	6	20	28	23	6	no
